"Date","Price","Open","High","Low","Vol.","Change %"
"07/07/2022","102.02","102.02","102.02","102.02","","3.07%"
"07/06/2022","98.98","98.98","98.98","98.98","","-1.74%"
"07/05/2022","100.73","100.73","100.73","100.73","","-6.63%"
"07/01/2022","107.89","107.89","107.89","107.89","","-4.73%"
"06/30/2022","113.24","113.24","113.24","113.24","","0.19%"
"06/29/2022","113.02","113.02","113.02","113.02","","-0.07%"
"06/28/2022","113.11","113.11","113.11","113.11","","0.36%"
"06/27/2022","112.70","112.70","112.70","112.70","","0.36%"
"06/24/2022","112.30","112.30","112.30","112.30","","0.39%"
"06/23/2022","111.86","111.86","111.86","111.86","","-0.43%"
